,Unnamed: 0,Dis_Actual,Dis_Forcst,difference
7141,7141,182.0,92.82,89.18
7162,7162,273.0,135.0,138.0
7171,7171,79.0,98.726,-19.726
7173,7173,176.0,92.82,83.18
7177,7177,154.0,60.472,93.528
7188,7188,58.0,98.726,-40.726
7200,7200,0.0,64.244,-64.244
7202,7202,277.0,135.0,142.0
7205,7205,116.0,0.0,116.0
7216,7216,90.0,0.0,90.0
7217,7217,172.0,92.82,79.18
7226,7226,276.0,135.0,141.0
7235,7235,170.0,92.82,77.18
7236,7236,58.0,98.726,-40.726
7242,7242,133.0,0.0,133.0
7262,7262,58.0,100.0,-42.0
7265,7265,277.0,135.0,142.0
7272,7272,78.0,0.0,78.0
7277,7277,170.0,92.82,77.18
7282,7282,73.0,0.0,73.0
7284,7284,267.0,0.0,267.0
7303,7303,0.0,150.0,-150.0
7304,7304,314.0,0.0,314.0
7320,7320,276.0,135.0,141.0
7325,7325,170.0,92.82,77.18
7329,7329,156.0,0.0,156.0
7337,7337,90.0,150.0,-60.0
7355,7355,156.0,34.48,121.52
7356,7356,314.0,0.0,314.0
7358,7358,56.0,93.661,-37.661
7360,7360,275.0,135.0,140.0
7371,7371,275.0,127.0,148.0
7382,7382,78.0,96.673,-18.673
7390,7390,316.0,75.0,241.0
7398,7398,110.0,0.0,110.0
7414,7414,150.0,0.0,150.0
7422,7422,275.0,135.0,140.0
7431,7431,78.0,96.673,-18.673
7433,7433,314.0,150.0,164.0
7444,7444,170.0,0.0,170.0
7447,7447,78.0,96.673,-18.673
7448,7448,314.0,163.0,151.0
7475,7475,274.0,135.0,139.0
7479,7479,78.0,96.673,-18.673
7482,7482,240.0,0.0,240.0
7499,7499,315.0,163.0,152.0
7507,7507,275.0,135.0,140.0
7518,7518,240.0,0.0,240.0
7519,7519,78.0,96.673,-18.673
7533,7533,315.0,163.0,152.0
7534,7534,91.0,0.0,91.0
7537,7537,274.0,135.0,139.0
7548,7548,274.0,135.0,139.0
7552,7552,240.0,0.0,240.0
7555,7555,122.0,0.0,122.0
7574,7574,314.0,163.0,151.0
7580,7580,78.0,96.673,-18.673
7588,7588,274.0,127.0,147.0
7589,7589,315.0,163.0,152.0
7594,7594,156.0,36.521,119.479
7595,7595,240.0,0.0,240.0
7603,7603,78.0,96.673,-18.673
7605,7605,122.0,0.0,122.0
7610,7610,161.0,60.472,100.528
7622,7622,122.0,0.0,122.0
7626,7626,156.0,0.0,156.0
7629,7629,273.0,127.0,146.0
7637,7637,314.0,163.0,151.0
7644,7644,78.0,96.673,-18.673
7649,7649,200.0,0.0,200.0
7651,7651,161.0,61.822,99.178
7659,7659,0.0,140.09,-140.09
7660,7660,156.0,0.0,156.0
7670,7670,314.0,163.0,151.0
7671,7671,274.0,135.0,139.0
7673,7673,125.0,12.507,112.493
7675,7675,78.0,0.0,78.0
7678,7678,160.0,92.82,67.18
7691,7691,155.0,0.0,155.0
7695,7695,158.0,92.82,65.18
7699,7699,274.0,127.0,147.0
7706,7706,313.0,163.0,150.0
7709,7709,156.0,0.0,156.0
7722,7722,0.0,140.09,-140.09
7729,7729,0.0,119.82,-119.82
7736,7736,312.0,163.0,149.0
7749,7749,157.0,92.82,64.18
7757,7757,273.0,135.0,138.0
7764,7764,274.0,127.0,147.0
7772,7772,312.0,163.0,149.0
7777,7777,122.0,0.0,122.0
7781,7781,0.0,46.448,-46.448
7791,7791,184.0,61.386,122.614
7807,7807,274.0,135.0,139.0
7825,7825,312.0,163.0,149.0
7843,7843,273.0,135.0,138.0
7864,7864,170.0,60.622,109.378
7867,7867,212.0,60.986,151.014
7870,7870,309.0,163.0,146.0
7874,7874,219.0,60.986,158.014
7876,7876,274.0,127.0,147.0
7894,7894,0.0,75.3,-75.3
7902,7902,310.0,163.0,147.0
7907,7907,117.0,0.0,117.0
7909,7909,313.0,163.0,150.0
7910,7910,0.0,75.3,-75.3
7928,7928,274.0,135.0,139.0
7942,7942,118.0,0.0,118.0
7958,7958,275.0,127.0,148.0
7959,7959,314.0,163.0,151.0
8002,8002,274.0,127.0,147.0
8004,8004,316.0,163.0,153.0
8016,8016,40.0,100.0,-60.0
8036,8036,118.0,0.0,118.0
8039,8039,316.0,163.0,153.0
8050,8050,274.0,127.0,147.0
8056,8056,212.0,73.667,138.333
8063,8063,316.0,163.0,153.0
8065,8065,0.0,150.0,-150.0
8066,8066,158.0,0.0,158.0
8068,8068,276.0,135.0,141.0
8084,8084,238.0,0.0,238.0
8095,8095,312.0,0.0,312.0
8098,8098,276.0,135.0,141.0
8102,8102,212.0,96.981,115.019
8113,8113,0.0,150.0,-150.0
8114,8114,316.0,163.0,153.0
8131,8131,0.0,150.0,-150.0
8133,8133,210.0,64.121,145.87900000000002
8139,8139,276.0,127.0,149.0
8143,8143,316.0,163.0,153.0
8155,8155,296.0,0.0,296.0
8158,8158,98.0,100.0,-2.0
8166,8166,86.0,100.0,-14.0
8167,8167,0.0,35.864,-35.864
8169,8169,210.0,60.472,149.528
8174,8174,275.0,135.0,140.0
8178,8178,154.0,44.88,109.12
8180,8180,0.0,150.0,-150.0
8188,8188,317.0,163.0,154.0
8189,8189,118.0,0.0,118.0
8193,8193,158.0,0.0,158.0
8203,8203,119.0,100.0,19.0
8210,8210,158.0,0.0,158.0
8214,8214,275.0,127.0,148.0
8222,8222,206.0,60.472,145.528
8225,8225,0.0,150.0,-150.0
8227,8227,181.0,92.82,88.18
8231,8231,318.0,163.0,155.0
8233,8233,120.0,0.0,120.0
8240,8240,80.0,100.0,-20.0
8241,8241,129.0,30.709,98.291
8249,8249,317.0,163.0,154.0
8259,8259,275.0,135.0,140.0
8270,8270,169.0,38.314,130.686
8273,8273,82.0,0.0,82.0
8279,8279,274.0,127.0,147.0
8283,8283,20.0,100.0,-80.0
8286,8286,318.0,163.0,155.0
8292,8292,184.0,92.82,91.18
8306,8306,0.0,100.0,-100.0
8320,8320,182.0,92.82,89.18
8324,8324,311.0,0.0,311.0
8327,8327,273.0,135.0,138.0
8330,8330,0.0,44.109,-44.109
8342,8342,0.0,47.009,-47.009
8361,8361,184.0,92.82,91.18
8364,8364,273.0,135.0,138.0
8368,8368,261.0,0.0,261.0
8390,8390,184.0,60.7732,123.2268
8397,8397,157.0,60.472,96.528
8399,8399,186.0,0.0,186.0
8400,8400,276.0,135.0,141.0
8412,8412,0.0,119.07,-119.07
8416,8416,108.0,0.0,108.0
8420,8420,167.0,60.472,106.528
8427,8427,276.0,127.0,149.0
8433,8433,184.0,37.18,146.82
8454,8454,276.0,135.0,141.0
8478,8478,184.0,47.16,136.84
8481,8481,129.0,20.157,108.843
8485,8485,185.0,35.709399999999995,149.2906
8515,8515,276.0,135.0,141.0
8543,8543,276.0,135.0,141.0
8552,8552,184.0,35.709399999999995,148.2906
8567,8567,276.0,135.0,141.0
8569,8569,177.0,34.32,142.68
8594,8594,169.0,34.32,134.68
8601,8601,103.0,0.0,103.0
8619,8619,276.0,135.0,141.0
8628,8628,105.0,63.0,42.0
8639,8639,169.0,34.32,134.68
8652,8652,277.0,175.0,102.0
8662,8662,87.0,0.0,87.0
8664,8664,171.0,34.32,136.68
8684,8684,276.0,191.0,85.0
8689,8689,78.0,0.0,78.0
8698,8698,105.0,58.4189,46.5811
8704,8704,284.0,192.418,91.582
8721,8721,117.0,0.0,117.0
8740,8740,306.0,234.009,71.99099999999999
8746,8746,73.0,0.0,73.0
8786,8786,325.0,270.0,55.0
8796,8796,73.0,0.0,73.0
8819,8819,480.0,270.0,210.0
8852,8852,161.0,85.67999999999999,75.32000000000001
8854,8854,80.0,0.0,80.0
8855,8855,200.0,20.157,179.843
8863,8863,89.0,77.541,11.459000000000003
8885,8885,211.0,20.157,190.843
8894,8894,184.0,85.67999999999999,98.32
8901,8901,79.0,92.066,-13.066000000000004
8943,8943,207.0,20.157,186.843
8946,8946,184.0,85.67999999999999,98.32
8955,8955,183.0,85.67999999999999,97.32
8956,8956,124.0,21.39,102.61
8963,8963,273.0,270.0,3.0
8965,8965,212.0,20.157,191.843
8989,8989,208.0,40.395,167.605
9008,9008,274.0,270.0,4.0
9018,9018,184.0,85.67999999999999,98.32
9029,9029,183.0,85.67999999999999,97.32
9037,9037,212.0,91.326,120.674
9038,9038,170.0,0.0,170.0
9040,9040,150.0,49.1,100.9
9056,9056,274.0,270.0,4.0
9062,9062,182.0,85.67999999999999,96.32
9067,9067,80.0,82.0,-2.0
9068,9068,210.0,91.326,118.674
9070,9070,120.0,0.0,120.0
9072,9072,274.0,270.0,4.0
9089,9089,311.0,0.0,311.0
9100,9100,212.0,91.326,120.674
9110,9110,274.0,270.0,4.0
9124,9124,80.0,96.673,-16.673000000000002
9125,9125,314.0,0.0,314.0
9129,9129,182.0,85.67999999999999,96.32
9130,9130,118.0,0.0,118.0
9133,9133,79.0,0.0,79.0
9141,9141,273.0,270.0,3.0
9145,9145,148.0,91.326,56.67400000000001
9148,9148,316.0,0.0,316.0
9161,9161,181.0,85.67999999999999,95.32
9162,9162,80.0,96.673,-16.673000000000002
9174,9174,313.0,0.0,313.0
9196,9196,80.0,96.673,-16.673000000000002
9197,9197,274.0,270.0,4.0
9203,9203,106.0,0.0,106.0
9210,9210,273.0,270.0,3.0
9233,9233,315.0,0.0,315.0
9243,9243,197.0,100.79,96.21
9254,9254,272.0,270.0,2.0
9268,9268,84.0,80.022,3.9779999999999935
9270,9270,314.0,0.0,314.0
9275,9275,150.0,49.1,100.9
9278,9278,315.0,0.0,315.0
9285,9285,208.0,100.79,107.21
9289,9289,150.0,49.1,100.9
9290,9290,271.0,270.0,1.0
9318,9318,314.0,0.0,314.0
9320,9320,272.0,270.0,2.0
9364,9364,150.0,43.394,106.606
9373,9373,315.0,0.0,315.0
9376,9376,116.0,96.673,19.327
9379,9379,271.0,270.0,1.0
9401,9401,314.0,0.0,314.0
9416,9416,190.0,100.79,89.21
9417,9417,78.0,94.765,-16.765
9419,9419,272.0,270.0,2.0
9434,9434,314.0,0.0,314.0
9441,9441,162.0,85.67999999999999,76.32000000000001
9447,9447,190.0,100.79,89.21
9451,9451,272.0,270.0,2.0
9460,9460,296.0,270.0,26.0
9465,9465,0.0,51.77,-51.77
9480,9480,314.0,0.0,314.0
9490,9490,192.0,100.79,91.21
9496,9496,288.0,270.0,18.0
9500,9500,0.0,51.77,-51.77
9516,9516,313.0,0.0,313.0
9533,9533,87.0,100.5,-13.5
9536,9536,410.0,270.0,140.0
9550,9550,115.0,0.0,115.0
9552,9552,315.0,0.0,315.0
9564,9564,90.0,100.5,-10.5
9567,9567,189.0,100.79,88.21
9571,9571,0.0,51.77,-51.77
9575,9575,164.0,85.67999999999999,78.32000000000001
9593,9593,315.0,0.0,315.0
9613,9613,316.0,0.0,316.0
9629,9629,67.0,100.5,-33.5
9632,9632,178.0,100.79,77.21
9638,9638,93.0,100.5,-7.5
9662,9662,316.0,0.0,316.0
9668,9668,76.0,0.0,76.0
9675,9675,317.0,0.0,317.0
9682,9682,173.0,85.67999999999999,87.32000000000001
9716,9716,316.0,0.0,316.0
9725,9725,179.0,85.67999999999999,93.32
9730,9730,39.0,73.786,-34.786
9746,9746,158.0,73.786,84.214
9748,9748,103.0,0.0,103.0
9754,9754,180.0,85.67999999999999,94.32
9757,9757,505.0,270.0,235.0
9774,9774,315.0,0.0,315.0
9783,9783,68.0,100.0,-32.0
9788,9788,500.0,270.0,230.0
9789,9789,181.0,85.67999999999999,95.32
9792,9792,317.0,0.0,317.0
9803,9803,156.0,96.673,59.327
9809,9809,88.0,0.0,88.0
9815,9815,154.0,24.593,129.407
9820,9820,154.0,24.593,129.407
9825,9825,88.0,0.0,88.0
9839,9839,156.0,96.673,59.327
9843,9843,317.0,0.0,317.0
9844,9844,500.0,270.0,230.0
9845,9845,100.0,140.5,-40.5
9849,9849,183.0,85.67999999999999,97.32
9854,9854,51.0,140.5,-89.5
9864,9864,499.0,270.0,229.0
9872,9872,155.0,0.0,155.0
9877,9877,183.0,85.67999999999999,97.32
9887,9887,317.0,0.0,317.0
9891,9891,500.0,270.0,230.0
9898,9898,182.0,85.67999999999999,96.32
9910,9910,56.0,100.79,-44.790000000000006
9912,9912,0.0,43.394,-43.394
9916,9916,154.0,0.0,154.0
9923,9923,318.0,0.0,318.0
9925,9925,33.0,100.79,-67.79
9937,9937,318.0,0.0,318.0
9941,9941,497.0,270.0,227.0
9948,9948,182.0,85.67999999999999,96.32
9953,9953,84.0,96.673,-12.673000000000002
9966,9966,412.0,270.0,142.0
9969,9969,39.0,100.79,-61.790000000000006
9970,9970,183.0,85.67999999999999,97.32
9971,9971,317.0,0.0,317.0
9972,9972,50.0,100.0,-50.0
10006,10006,499.0,270.0,229.0
10008,10008,183.0,85.67999999999999,97.32
10017,10017,300.0,270.0,30.0
10022,10022,67.0,100.0,-33.0
10024,10024,48.0,71.585,-23.584999999999997
10029,10029,318.0,0.0,318.0
10055,10055,29.0,85.808,-56.80800000000001
10058,10058,317.0,0.0,317.0
10059,10059,274.0,270.0,4.0
10066,10066,182.0,85.67999999999999,96.32
10080,10080,317.0,0.0,317.0
10085,10085,183.0,85.67999999999999,97.32
10100,10100,273.0,270.0,3.0
10104,10104,183.0,85.67999999999999,97.32
10108,10108,274.0,270.0,4.0
10124,10124,284.0,0.0,284.0
10152,10152,78.0,0.0,78.0
10153,10153,79.0,0.0,79.0
10158,10158,184.0,40.3077,143.6923
10159,10159,274.0,270.0,4.0
10173,10173,198.0,0.0,198.0
10176,10176,108.0,100.0,8.0
10177,10177,78.0,0.0,78.0
10185,10185,274.0,135.0,139.0
10202,10202,184.0,85.67999999999999,98.32
10219,10219,272.0,135.0,137.0
10238,10238,99.0,100.0,-1.0
10244,10244,184.0,85.67999999999999,98.32
10252,10252,184.0,85.67999999999999,98.32
10263,10263,78.0,0.0,78.0
10272,10272,99.0,100.0,-1.0
10276,10276,273.0,135.0,138.0
10296,10296,88.0,100.0,-12.0
10297,10297,78.0,0.0,78.0
10315,10315,183.0,85.67999999999999,97.32
10316,10316,272.0,135.0,137.0
10320,10320,76.0,0.0,76.0
10326,10326,268.0,135.0,133.0
10332,10332,140.0,78.7389,61.2611
10347,10347,0.0,80.0,-80.0
10367,10367,267.0,135.0,132.0
10377,10377,0.0,80.0,-80.0
10417,10417,270.0,135.0,135.0
10420,10420,0.0,80.0,-80.0
10435,10435,0.0,80.0,-80.0
10443,10443,74.0,0.0,74.0
10451,10451,272.0,135.0,137.0
10458,10458,106.0,20.0,86.0
10470,10470,118.0,0.0,118.0
10476,10476,0.0,55.519,-55.519
10491,10491,273.0,135.0,138.0
10502,10502,274.0,135.0,139.0
10508,10508,170.0,85.67999999999999,84.32000000000001
10521,10521,122.0,0.0,122.0
10535,10535,0.0,55.519,-55.519
10550,10550,115.0,0.0,115.0
10551,10551,274.0,135.0,139.0
10555,10555,0.0,86.989,-86.989
10559,10559,26.0,65.333,-39.333
10568,10568,184.0,85.67999999999999,98.32
10571,10571,136.0,12.3,123.7
10588,10588,274.0,135.0,139.0
10591,10591,80.0,0.0,80.0
10592,10592,184.0,85.67999999999999,98.32
10600,10600,225.0,12.3,212.7
10601,10601,54.0,65.333,-11.332999999999998
10605,10605,135.0,0.0,135.0
10606,10606,0.0,86.989,-86.989
10616,10616,280.0,150.0,130.0
10617,10617,272.0,135.0,137.0
10621,10621,186.0,12.3,173.7
10624,10624,80.0,0.0,80.0
10628,10628,183.0,85.67999999999999,97.32
10636,10636,0.0,72.889,-72.889
10637,10637,85.0,0.0,85.0
10642,10642,54.0,65.333,-11.332999999999998
10646,10646,183.0,85.67999999999999,97.32
10665,10665,132.0,163.0,-31.0
10666,10666,141.0,12.3,128.7
10671,10671,300.0,135.0,165.0
10678,10678,54.0,65.333,-11.332999999999998
10681,10681,316.0,185.0,131.0
10694,10694,278.0,163.0,115.0
10701,10701,184.0,85.67999999999999,98.32
10714,10714,73.0,81.767,-8.766999999999996
10726,10726,177.0,85.67999999999999,91.32
10731,10731,479.0,220.0,259.0
10740,10740,314.0,163.0,151.0
10742,10742,39.0,81.767,-42.767
10752,10752,86.0,81.767,4.233000000000004
10763,10763,315.0,163.0,152.0
10769,10769,183.0,85.67999999999999,97.32
10817,10817,315.0,163.0,152.0
10828,10828,182.0,85.67999999999999,96.32
10837,10837,171.0,81.767,89.233
10839,10839,315.0,163.0,152.0
10861,10861,313.0,163.0,150.0
10869,10869,182.0,85.67999999999999,96.32
10888,10888,187.0,81.767,105.233
10908,10908,314.0,163.0,151.0
10916,10916,181.0,81.767,99.233
10924,10924,180.0,85.67999999999999,94.32
10938,10938,101.0,0.0,101.0
10941,10941,177.0,85.67999999999999,91.32
10960,10960,211.0,88.523,122.477
10964,10964,313.0,163.0,150.0
10975,10975,118.0,0.0,118.0
10984,10984,212.0,88.523,123.477
10990,10990,312.0,163.0,149.0
10998,10998,176.0,85.67999999999999,90.32
11014,11014,313.0,163.0,150.0
11020,11020,212.0,88.523,123.477
11027,11027,118.0,0.0,118.0
11036,11036,175.0,85.67999999999999,89.32000000000001
11041,11041,212.0,88.523,123.477
11044,11044,170.0,85.67999999999999,84.32000000000001
11059,11059,314.0,163.0,151.0
11070,11070,118.0,0.0,118.0
11095,11095,313.0,163.0,150.0
11107,11107,150.0,47.094,102.906
11125,11125,39.0,64.466,-25.465999999999998
11136,11136,315.0,163.0,152.0
11151,11151,315.0,163.0,152.0
11170,11170,170.0,85.67999999999999,84.32000000000001
11180,11180,0.0,64.466,-64.466
11196,11196,0.0,64.466,-64.466
11209,11209,316.0,163.0,153.0
11217,11217,156.0,50.65,105.35
11240,11240,316.0,163.0,153.0
11244,11244,156.0,50.65,105.35
11249,11249,45.0,64.795,-19.795
11272,11272,316.0,163.0,153.0
11297,11297,316.0,163.0,153.0
11331,11331,317.0,163.0,154.0
11388,11388,317.0,163.0,154.0
11390,11390,181.0,85.67999999999999,95.32
11423,11423,318.0,0.0,318.0
11424,11424,184.0,85.67999999999999,98.32
11452,11452,183.0,85.67999999999999,97.32
11462,11462,318.0,0.0,318.0
11463,11463,64.0,88.523,-24.523
11471,11471,150.0,0.0,150.0
11473,11473,317.0,0.0,317.0
11490,11490,184.0,85.67999999999999,98.32
11491,11491,60.0,88.523,-28.523
11506,11506,190.0,0.0,190.0
11516,11516,300.0,0.0,300.0
11519,11519,318.0,0.0,318.0
11526,11526,0.0,47.241,-47.241
11543,11543,0.0,89.44,-89.44
11555,11555,80.0,100.0,-20.0
11557,11557,0.0,89.44,-89.44
11566,11566,318.0,0.0,318.0
11567,11567,299.0,91.119,207.881
11601,11601,78.0,99.117,-21.117000000000004
11607,11607,262.0,0.0,262.0
11610,11610,300.0,91.119,208.881
11634,11634,300.0,88.607,211.393
11649,11649,94.0,0.0,94.0
11651,11651,79.0,99.117,-20.117000000000004
11658,11658,154.0,58.357,95.643
11669,11669,300.0,84.878,215.122
11673,11673,160.0,20.157,139.843
11679,11679,184.0,85.67999999999999,98.32
11680,11680,79.0,99.117,-20.117000000000004
11690,11690,154.0,58.357,95.643
11691,11691,184.0,85.67999999999999,98.32
11695,11695,260.0,84.878,175.122
11705,11705,163.0,20.157,142.843
11731,11731,154.0,34.48,119.52
11736,11736,216.0,84.878,131.122
11756,11756,183.0,85.67999999999999,97.32
11766,11766,170.0,85.67999999999999,84.32000000000001
11782,11782,154.0,34.48,119.52
11800,11800,154.0,34.48,119.52
11831,11831,44.0,85.67999999999999,-41.67999999999999
11837,11837,0.0,71.39999999999999,-71.39999999999999
11839,11839,154.0,34.48,119.52
11852,11852,104.0,60.0,44.0
11862,11862,106.0,0.0,106.0
11870,11870,154.0,34.48,119.52
11882,11882,95.0,0.0,95.0
11888,11888,45.0,60.0,-15.0
11900,11900,0.0,68.1736,-68.1736
11903,11903,98.0,63.0,35.0
11914,11914,154.0,74.999,79.001
11919,11919,104.0,32.986,71.01400000000001
11931,11931,64.0,60.472,3.5279999999999987
11933,11933,560.0,175.0,385.0
11935,11935,98.0,42.0,56.0
11936,11936,49.0,78.479,-29.479
11940,11940,99.0,42.0,57.0
11953,11953,557.0,240.0,317.0
11959,11959,154.0,32.518,121.482
11985,11985,154.0,28.567,125.433
11997,11997,85.0,29.586,55.414
12013,12013,100.0,27.486,72.514
12018,12018,154.0,0.0,154.0
12022,12022,468.0,254.0,214.0
12036,12036,42.0,60.472,-18.472
12068,12068,466.0,254.0,212.0
12071,12071,129.0,0.0,129.0
12073,12073,107.0,26.636,80.364
12083,12083,41.0,60.472,-19.472
12103,12103,41.0,60.472,-19.472
12118,12118,93.0,26.386,66.614
12132,12132,97.0,42.0,55.0
12151,12151,40.0,60.472,-20.472
12162,12162,43.0,60.472,-17.472
12183,12183,101.0,25.636,75.364
12199,12199,102.0,60.472,41.528
12202,12202,118.0,27.186,90.814
12228,12228,122.0,42.0,80.0
12230,12230,169.0,60.472,108.528
12266,12266,52.0,54.3093,-2.3093000000000004
12273,12273,0.0,51.72,-51.72
12281,12281,212.0,60.472,151.528
12303,12303,207.0,60.472,146.528
12324,12324,15.0,54.0,-39.0
12341,12341,0.0,58.486,-58.486
12351,12351,170.0,42.84,127.16
12362,12362,58.0,88.819,-30.819000000000003
12363,12363,212.0,60.472,151.528
12380,12380,173.0,60.472,112.528
12401,12401,0.0,58.486,-58.486
12408,12408,0.0,55.222,-55.222
12412,12412,170.0,42.84,127.16
12433,12433,76.0,0.0,76.0
12452,12452,170.0,42.84,127.16
12466,12466,76.0,0.0,76.0
12468,12468,80.0,89.922,-9.921999999999995
12475,12475,0.0,71.909,-71.909
12481,12481,20.0,47.241,-27.241
12482,12482,0.0,74.999,-74.999
12489,12489,172.0,42.84,129.16
12499,12499,173.0,60.472,112.528
12500,12500,76.0,0.0,76.0
12501,12501,150.0,150.0,0.0
12524,12524,135.0,150.0,-15.0
12529,12529,39.0,74.999,-35.998999999999995
12544,12544,119.0,0.0,119.0
12545,12545,20.0,47.241,-27.241
12546,12546,197.0,60.472,136.528
12548,12548,169.0,42.84,126.16
12555,12555,119.0,0.0,119.0
12579,12579,120.0,150.0,-30.0
12581,12581,0.0,61.258,-61.258
12592,12592,118.0,0.0,118.0
12606,12606,0.0,67.758,-67.758
12609,12609,120.0,150.0,-30.0
12626,12626,120.0,150.0,-30.0
12629,12629,0.0,67.758,-67.758
12643,12643,118.0,0.0,118.0
12671,12671,118.0,0.0,118.0
12684,12684,0.0,67.758,-67.758
12685,12685,182.0,60.472,121.528
12689,12689,120.0,150.0,-30.0
12697,12697,178.0,42.84,135.16
12699,12699,118.0,0.0,118.0
12703,12703,76.0,90.236,-14.236000000000004
12706,12706,201.0,60.472,140.528
12712,12712,0.0,67.758,-67.758
12713,12713,135.0,150.0,-15.0
12736,12736,0.0,67.708,-67.708
12747,12747,150.0,150.0,0.0
12753,12753,118.0,0.0,118.0
12757,12757,212.0,60.472,151.528
12761,12761,76.0,90.236,-14.236000000000004
12766,12766,177.0,42.84,134.16
12769,12769,115.0,150.0,-35.0
12771,12771,78.0,0.0,78.0
12774,12774,76.0,90.236,-14.236000000000004
12789,12789,174.0,42.84,131.16
12790,12790,208.0,60.472,147.528
12795,12795,117.0,0.0,117.0
12814,12814,99.0,0.0,99.0
12828,12828,76.0,90.236,-14.236000000000004
12831,12831,37.0,150.0,-113.0
12854,12854,0.0,150.0,-150.0
12863,12863,76.0,90.236,-14.236000000000004
12865,12865,194.0,60.472,133.528
12875,12875,93.0,0.0,93.0
12876,12876,0.0,150.0,-150.0
12877,12877,76.0,96.673,-20.673
12881,12881,99.0,0.0,99.0
12882,12882,212.0,64.431,147.56900000000002
12900,12900,160.0,42.84,117.16
12905,12905,154.0,0.0,154.0
12912,12912,76.0,96.673,-20.673
12918,12918,98.0,0.0,98.0
12923,12923,161.0,42.84,118.16
12924,12924,0.0,150.0,-150.0
12930,12930,76.0,0.0,76.0
12934,12934,154.0,0.0,154.0
12943,12943,212.0,64.431,147.56900000000002
12955,12955,80.0,150.0,-70.0
12957,12957,74.0,96.673,-22.673
12975,12975,154.0,0.0,154.0
12981,12981,212.0,77.874,134.126
12995,12995,80.0,150.0,-70.0
13016,13016,154.0,74.999,79.001
13028,13028,154.0,74.999,79.001
13049,13049,80.0,150.0,-70.0
13063,13063,80.0,150.0,-70.0
13102,13102,212.0,60.472,151.528
13115,13115,80.0,150.0,-70.0
13149,13149,179.0,42.84,136.16
13150,13150,80.0,150.0,-70.0
13165,13165,80.0,150.0,-70.0
13168,13168,181.0,42.84,138.16
13201,13201,150.0,43.0,107.0
13202,13202,98.0,100.0,-2.0
13210,13210,80.0,150.0,-70.0
13242,13242,182.0,80.756,101.244
13249,13249,90.0,150.0,-60.0
13256,13256,148.0,100.0,48.0
13258,13258,150.0,43.22,106.78
13262,13262,35.0,47.241,-12.241
13264,13264,182.0,42.84,139.16
13268,13268,217.0,0.0,217.0
13280,13280,311.0,0.0,311.0
13290,13290,182.0,42.84,139.16
13296,13296,176.0,100.79,75.21
13298,13298,76.0,0.0,76.0
13299,13299,80.0,150.0,-70.0
13300,13300,98.0,100.0,-2.0
13303,13303,178.0,78.479,99.521
13308,13308,255.0,0.0,255.0
13312,13312,174.0,78.479,95.521
13329,13329,58.0,100.0,-42.0
13331,13331,182.0,42.84,139.16
13334,13334,152.0,96.673,55.327
13336,13336,40.0,150.0,-110.0
13344,13344,58.0,100.0,-42.0
13346,13346,182.0,42.84,139.16
13357,13357,0.0,150.0,-150.0
13367,13367,175.0,78.479,96.521
13376,13376,171.0,0.0,171.0
13381,13381,76.0,74.999,1.0010000000000048
13382,13382,182.0,42.84,139.16
13384,13384,6.0,100.0,-94.0
13394,13394,0.0,150.0,-150.0
13402,13402,169.0,65.29,103.71
13429,13429,0.0,69.99,-69.99
13435,13435,0.0,144.95,-144.95
13439,13439,52.0,74.999,-22.998999999999995
13445,13445,184.0,42.84,141.16
13458,13458,0.0,88.2,-88.2
13462,13462,0.0,69.99,-69.99
13481,13481,182.0,42.84,139.16
13483,13483,11.0,74.999,-63.999
13511,13511,184.0,20.2593,163.7407
13518,13518,0.0,88.2,-88.2
13525,13525,104.0,11.0,93.0
13529,13529,0.0,88.2,-88.2
13548,13548,184.0,0.0,184.0
13573,13573,105.0,0.0,105.0
13579,13579,107.0,0.0,107.0
13605,13605,0.0,61.659,-61.659
13608,13608,560.0,222.0,338.0
13626,13626,88.0,0.0,88.0
13635,13635,492.0,175.0,317.0
13637,13637,90.0,79.04289999999999,10.957100000000011
13648,13648,58.0,0.0,58.0
13682,13682,438.0,216.364,221.636
13689,13689,99.0,54.0,45.0
13697,13697,72.0,0.0,72.0
13725,13725,74.0,0.0,74.0
13728,13728,98.0,54.0,44.0
13731,13731,438.0,254.0,184.0
13738,13738,74.0,0.0,74.0
13769,13769,438.0,270.0,168.0
13792,13792,76.0,0.0,76.0
13793,13793,98.0,54.0,44.0
13801,13801,422.0,270.0,152.0
13824,13824,399.0,270.0,129.0
13844,13844,92.0,0.0,92.0
13868,13868,358.0,266.439,91.56099999999998
13889,13889,98.0,43.4389,54.5611
13896,13896,354.0,270.0,84.0
13904,13904,96.0,0.0,96.0
13922,13922,378.0,254.439,123.56099999999998
13952,13952,422.0,270.0,152.0
13960,13960,101.0,0.0,101.0
13987,13987,94.0,0.0,94.0
14007,14007,17.0,54.0,-37.0
14029,14029,0.0,43.394,-43.394
14039,14039,135.0,28.768,106.232
14041,14041,150.0,85.67999999999999,64.32000000000001
14042,14042,97.0,0.0,97.0
14063,14063,74.0,0.0,74.0
14080,14080,0.0,55.567,-55.567
14267,14267,156.0,85.67999999999999,70.32000000000001
14310,14310,156.0,85.67999999999999,70.32000000000001
14353,14353,85.0,83.783,1.2169999999999987
14364,14364,160.0,85.67999999999999,74.32000000000001
14390,14390,170.0,85.67999999999999,84.32000000000001
14413,14413,168.0,85.67999999999999,82.32000000000001
